Site.name,Site.ID,Site.Code,Depth,Reef.type,Photo Name,Anemone,Corallimorph,Bare rock,Acropora,Bleached Acropora,Bleached Coral,Colourful bleaching,Coral,Sponge,Halimeda,Other Algae,Turf,Crustose coralline algae,Rubble,Sand,Soft Coral,Dead Standing Coral,Other live,Diseased coral,Shadow,Tape,Wand,Sum.excl.TWS
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep1_10.jpg,0,0,31,0,0,0,0,27.6,10.3,0,0,3.4,10.3,10.3,3.4,0,3.4,0,0,3.3,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_01.jpg,0,0,17.2,0,0,0,0,27.6,3.4,20.7,0,3.4,13.8,10.3,0,0,3.4,0,0,0,3.3,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_02.jpg,0,0,14.3,14.3,0,0,0,50,3.6,3.6,0,0,7.1,3.6,3.6,0,0,0,0,6.7,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_03.jpg,0,0,33.3,0,0,0,0,40,13.3,3.3,0,0,6.7,3.3,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_04.jpg,0,0,6.7,3.3,0,0,0,56.7,0,13.3,0,0,3.3,16.7,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_05.jpg,0,0,30,0,0,0,0,53.3,6.7,6.7,0,0,3.3,0,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_06.jpg,0,0,23.3,0,0,0,0,43.3,3.3,13.3,0,0,3.3,13.3,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_07.jpg,0,0,31,0,0,0,0,55.2,3.4,6.9,0,0,3.4,0,0,0,0,0,0,0,3.3,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_08.jpg,0,0,17.2,0,0,0,0,27.6,0,0,0,0,0,31,24.1,0,0,0,0,0,3.3,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_09.jpg,0,0,11.1,3.7,0,0,0,66.7,0,0,0,0,18.5,0,0,0,0,0,0,10,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_10m,10m,Outer,FGO_10m_Rep2_10.jpg,0,0,24.1,3.4,0,0,0,37.9,0,0,0,3.4,13.8,6.9,0,3.4,6.9,0,0,3.3,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_01.jpg,0,0,41.4,3.4,3.4,0,0,6.9,10.3,0,0,0,0,10.3,6.9,0,17.2,0,0,0,3.3,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_02.jpg,0,0,24.1,0,0,0,0,44.8,0,0,0,0,3.4,27.6,0,0,0,0,0,3.3,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_03.jpg,0,0,3.3,10,0,0,0,63.3,16.7,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_04.jpg,0,0,20,0,0,0,0,40,16.7,0,0,0,0,20,3.3,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_05.jpg,0,0,20,13.3,0,0,0,23.3,26.7,0,0,0,0,16.7,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_06.jpg,0,0,16.7,0,0,0,0,46.7,10,0,0,0,3.3,23.3,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_07.jpg,0,0,26.7,3.3,0,0,0,36.7,10,0,0,0,0,23.3,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_08.jpg,0,0,17.9,0,0,0,0,57.1,0,0,0,3.6,0,17.9,0,0,3.6,0,0,6.7,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_09.jpg,0,0,10,0,0,0,0,26.7,3.3,0,0,0,0,53.3,0,0,6.7,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep1_10.jpg,0,0,3.6,3.6,0,0,0,67.9,21.4,0,0,0,0,3.6,0,0,0,0,0,6.7,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_01.jpg,0,0,16.7,0,0,0,0,46.7,6.7,20,0,0,0,10,0,0,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_02.jpg,0,0,24.1,0,0,0,0,41.4,13.8,10.3,0,0,0,10.3,0,0,0,0,0,0,3.3,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_03.jpg,0,0,13.3,0,0,0,0,30,3.3,13.3,0,0,0,26.7,3.3,0,6.7,3.3,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_04.jpg,0,0,37.9,0,0,0,0,17.2,6.9,20.7,0,0,6.9,10.3,0,0,0,0,0,3.3,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_05.jpg,0,0,20,0,0,0,0,20,16.7,6.7,0,0,6.7,26.7,0,0,0,3.3,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_06.jpg,0,0,18.5,0,0,0,0,18.5,0,22.2,0,0,3.7,37,0,0,0,0,0,10,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_07.jpg,0,0,10,0,0,0,0,6.7,3.3,3.3,0,0,0,0,0,76.7,0,0,0,0,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_08.jpg,0,0,24.1,3.4,0,0,0,48.3,20.7,0,0,0,0,3.4,0,0,0,0,0,3.3,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_09.jpg,0,0,16,0,0,0,0,32,4,0,0,0,0,36,12,0,0,0,0,16.7,0,0,100
Fonagaadhoo outside,FGO,2022_FGO_15m,15m,Outer,FGO_15m_Rep2_10.jpg,0,0,43.3,0,0,0,0,23.3,6.7,0,0,0,3.3,20,0,0,3.3,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_01.jpg,0,0,13.3,16.7,0,0,0,40,0,0,0,0,6.7,10,13.3,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_02.jpg,0,0,20,0,0,0,0,50,3.3,0,0,0,16.7,0,0,0,6.7,3.3,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_03.jpg,0,0,17.2,0,3.4,0,0,41.4,0,0,0,3.4,31,0,0,0,0,3.4,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_04.jpg,0,0,24.1,3.4,0,0,0,20.7,0,3.4,0,0,24.1,17.2,6.9,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_05.jpg,0,0,3.4,0,0,0,0,44.8,0,6.9,0,10.3,10.3,6.9,0,0,13.8,0,3.4,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_06.jpg,0,0,6.7,3.3,0,0,0,63.3,3.3,0,0,3.3,13.3,0,0,0,3.3,3.3,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_07.jpg,0,0,13.8,0,0,0,0,62.1,3.4,0,0,0,0,17.2,0,0,0,3.4,0,0,3.3,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_08.jpg,0,0,0,6.7,0,0,0,66.7,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_09.jpg,0,0,27.6,3.4,0,0,0,31,3.4,0,0,13.8,6.9,13.8,0,0,0,0,0,0,3.3,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep1_10.jpg,0,0,10.3,3.4,0,0,0,55.2,0,3.4,0,0,27.6,0,0,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_01.jpg,0,0,13.8,6.9,0,0,0,17.2,3.4,0,0,0,31,27.6,0,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_02.jpg,0,0,23.3,3.3,0,0,0,20,0,0,0,0,43.3,10,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_03.jpg,0,0,53.3,13.3,0,0,0,10,3.3,0,0,0,13.3,6.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_04.jpg,0,0,3.3,10,0,0,0,46.7,3.3,0,0,0,36.7,0,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_05.jpg,0,0,10,0,0,0,0,10,3.3,0,0,6.7,6.7,60,3.3,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_06.jpg,0,0,34.5,3.4,0,0,0,10.3,3.4,0,0,0,41.4,6.9,0,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_07.jpg,0,0,20,0,16.7,0,0,36.7,6.7,0,0,0,13.3,6.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_08.jpg,0,0,0,14.3,0,0,0,50,7.1,0,0,0,28.6,0,0,0,0,0,0,3.3,3.3,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_09.jpg,0,0,48.3,0,0,0,0,20.7,0,3.4,0,0,20.7,6.9,0,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_10m,10m,Channel,FK_10m_Rep2_10.jpg,0,0,37.9,10.3,0,0,0,17.2,3.4,0,0,0,3.4,20.7,6.9,0,0,0,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_01.jpg,0,0,10.3,6.9,0,0,0,6.9,27.6,20.7,0,13.8,10.3,3.4,0,0,0,0,0,0,3.3,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_02.jpg,0,0,6.9,0,0,0,0,34.5,10.3,13.8,0,3.4,0,27.6,0,0,0,3.4,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_03.jpg,0,0,7.1,17.9,0,0,0,50,3.6,17.9,0,0,0,0,0,0,3.6,0,0,3.3,3.3,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_04.jpg,0,0,16.7,0,0,0,0,13.3,6.7,6.7,0,20,0,36.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_05.jpg,0,0,10.3,13.8,0,0,0,20.7,6.9,20.7,0,3.4,0,13.8,0,3.4,3.4,3.4,0,3.3,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_06.jpg,0,0,33.3,3.3,0,0,0,10,6.7,20,0,6.7,0,20,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_07.jpg,0,0,14.3,7.1,0,0,0,32.1,3.6,35.7,0,0,0,7.1,0,0,0,0,0,6.7,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_08.jpg,0,0,13.3,3.3,0,3.3,0,26.7,0,30,0,10,6.7,0,0,0,3.3,0,3.3,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_09.jpg,0,0,17.2,20.7,0,0,0,31,10.3,13.8,0,3.4,3.4,0,0,0,0,0,0,0,3.3,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep1_10.jpg,0,0,33.3,0,0,0,0,30,13.3,10,0,0,3.3,6.7,0,0,3.3,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_01.jpg,0,0,43.3,0,0,0,0,36.7,3.3,0,0,0,3.3,13.3,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_02.jpg,0,0,69,0,0,0,0,20.7,0,0,0,0,3.4,6.9,0,0,0,0,0,0,3.3,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_03.jpg,0,0,13.3,0,0,0,0,36.7,6.7,0,0,13.3,3.3,26.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_04.jpg,0,0,20,6.7,0,0,0,23.3,6.7,0,0,0,6.7,36.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_05.jpg,0,0,25,10.7,0,0,0,35.7,3.6,3.6,0,0,0,7.1,0,0,14.3,0,0,3.3,3.3,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_06.jpg,0,0,26.7,0,0,0,0,30,0,0,0,36.7,3.3,0,0,0,3.3,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_07.jpg,0,0,23.3,30,0,0,0,10,6.7,0,0,16.7,3.3,6.7,0,0,3.3,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_08.jpg,0,0,13.3,0,0,0,0,13.3,0,0,0,6.7,0,66.7,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_09.jpg,0,0,26.7,0,0,0,0,50,13.3,0,0,6.7,0,3.3,0,0,0,0,0,0,0,0,100
Fushi kandu,FK,2022_FK_15m,15m,Channel,FK_15m_Rep2_10.jpg,0,0,53.3,0,0,0,0,6.7,3.3,10,0,23.3,0,0,0,0,3.3,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_01.jpg,0,0,30,0,0,0,0,10,3.3,0,0,0,46.7,10,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_02.jpg,0,0,80,0,0,0,0,13.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_03.jpg,0,0,66.7,0,0,0,0,30,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_04.jpg,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_05.jpg,0,0,76.7,3.3,0,0,0,3.3,10,0,0,0,6.7,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_06.jpg,0,0,83.3,3.3,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_07.jpg,0,0,86.7,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_08.jpg,0,0,46.4,10.7,0,0,0,3.6,35.7,0,0,0,3.6,0,0,0,0,0,0,0,6.7,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_09.jpg,0,0,63.3,0,0,0,0,0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep1_10.jpg,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_01.jpg,0,0,50,0,0,0,0,20,6.7,0,0,0,23.3,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_02.jpg,0,0,56.7,0,0,0,0,26.7,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_03.jpg,0,0,83.3,0,0,0,0,10,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_04.jpg,0,0,76.7,0,0,0,0,16.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_05.jpg,0,0,90,0,0,0,0,0,3.3,0,0,0,6.7,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_06.jpg,0,0,93.3,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_07.jpg,0,0,93.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_08.jpg,0,0,70,0,0,0,0,23.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_09.jpg,0,0,86.7,0,0,0,0,10,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_10m,10m,Outer,GO_10m_Rep2_10.jpg,0,0,76.7,0,0,0,0,6.7,10,0,0,0,6.7,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_01.jpg,0,0,90,0,0,0,0,3.3,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_02.jpg,0,0,96.7,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_03.jpg,0,0,76.7,3.3,0,0,0,6.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_04.jpg,0,0,43.3,3.3,0,0,0,46.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_05.jpg,0,0,89.7,0,0,0,0,0,3.4,0,0,0,0,0,0,0,6.9,0,0,0,3.3,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_06.jpg,0,0,82.8,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_07.jpg,0,0,78.6,0,0,0,0,3.6,10.7,0,7.1,0,0,0,0,0,0,0,0,0,6.7,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_08.jpg,0,0,80,3.3,0,0,0,3.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_09.jpg,0,0,80,0,0,0,0,10,3.3,0,0,0,0,3.3,0,0,0,3.3,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep1_10.jpg,0,0,72.4,10.3,0,0,0,0,10.3,0,0,0,0,6.9,0,0,0,0,0,0,3.3,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_01.jpg,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_02.jpg,0,0,76.7,6.7,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_03.jpg,0,0,66.7,0,0,0,0,30,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_04.jpg,0,0,73.3,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_05.jpg,0,0,73.3,3.3,0,0,0,16.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_06.jpg,0,0,82.8,0,0,0,0,6.9,10.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_07.jpg,0,0,93.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_08.jpg,0,0,76.7,0,0,0,0,16.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_09.jpg,0,0,76.7,0,0,0,0,10,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gaadhoo outside,GO,2022_GO_15m,15m,Outer,GO_15m_Rep2_10.jpg,0,0,75.9,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_01.jpg,0,0,86.7,0,0,0,0,10,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_02.jpg,0,0,82.8,0,0,0,0,3.4,13.8,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_03.jpg,0,0,86.7,0,0,0,0,3.3,3.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_04.jpg,0,0,80,0,0,0,0,6.7,6.7,0,0,0,0,6.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_05.jpg,0,0,93.1,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_06.jpg,0,0,75,0,0,0,0,0,17.9,0,0,0,0,7.1,0,0,0,0,0,3.3,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_07.jpg,0,0,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_08.jpg,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_09.jpg,0,0,73.1,0,0,0,0,7.7,0,0,0,0,0,11.5,7.7,0,0,0,0,0,13.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep1_10.jpg,0,0,33.3,0,0,0,0,10,0,0,0,0,0,56.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_01.jpg,0,0,89.3,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,6.7,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_02.jpg,0,0,86.2,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_03.jpg,0,0,83.3,0,0,0,0,6.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_04.jpg,0,0,79.3,0,0,0,0,17.2,0,0,0,0,0,3.4,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_05.jpg,0,0,63.3,0,0,0,0,33.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_06.jpg,0,0,30.8,0,0,0,0,61.5,0,0,0,0,0,0,0,0,7.7,0,0,0,13.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_07.jpg,0,0,62.1,0,0,0,0,31,0,0,0,0,0,6.9,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_08.jpg,0,0,96.6,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_09.jpg,0,0,85.7,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,100
Hithadhoo corner,HC,2022_HC_10m,10m,Channel,HC_10m_Rep2_10.jpg,0,0,83.3,0,0,0,0,13.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_01.jpg,0,0,80,16.7,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_02.jpg,0,0,65.5,0,0,0,0,27.6,3.4,0,0,0,0,0,0,0,3.4,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_03.jpg,0,0,66.7,3.3,0,0,0,6.7,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_04.jpg,0,0,80,6.7,0,0,0,3.3,3.3,0,0,0,0,6.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_05.jpg,0,0,63.3,0,0,0,0,30,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,100
