Site.name,Site.ID,Site.Code,Depth,Reef.type,Photo Name,Anemone,Corallimorph,Bare rock,Acropora,Bleached Acropora,Bleached Coral,Colourful bleaching,Coral,Sponge,Halimeda,Other Algae,Turf,Crustose coralline algae,Rubble,Sand,Soft Coral,Dead Standing Coral,Other live,Diseased coral,Shadow,Tape,Wand,Sum.excl.TWS
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_06.jpg,0,0,73.3,0,0,0,0,23.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_07.jpg,0,0,69,6.9,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_08.jpg,0,0,44.8,3.4,0,0,0,13.8,6.9,0,0,0,0,31,0,0,0,0,0,3.3,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_09.jpg,0,0,63.3,3.3,0,0,0,23.3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep1_10.jpg,0,0,76.7,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_01.jpg,0,0,48.3,6.9,0,0,0,13.8,3.4,0,0,0,0,27.6,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_02.jpg,0,0,37.9,0,0,0,0,37.9,0,0,0,0,0,24.1,0,0,0,0,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_03.jpg,0,0,16.7,0,0,0,0,80,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_04.jpg,0,0,63.3,3.3,0,0,0,3.3,6.7,0,0,0,0,23.3,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_05.jpg,0,0,43.3,6.7,0,0,0,16.7,6.7,0,0,0,0,26.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_06.jpg,0,0,20,0,0,0,0,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_07.jpg,0,0,56.7,0,0,0,0,20,6.7,0,0,0,0,16.7,0,0,0,0,0,0,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_08.jpg,0,0,70.4,11.1,0,0,0,14.8,3.7,0,0,0,0,0,0,0,0,0,0,10,0,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_09.jpg,0,0,48.3,6.9,0,0,0,10.3,0,0,0,0,0,31,0,0,0,3.4,0,0,3.3,0,100
Hithadhoo corner,HC,2022_HC_15m,15m,Channel,HC_15m_Rep2_10.jpg,0,0,56.7,3.3,0,0,0,13.3,10,0,3.3,0,0,6.7,0,0,0,6.7,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_01.jpg,0,0,0,0,0,0,0,83.3,0,0,0,0,0,3.3,13.3,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_02.jpg,0,0,4,0,0,0,0,4,0,48,0,32,0,12,0,0,0,0,0,16.7,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_03.jpg,0,0,0,21.4,0,0,0,42.9,0,0,0,0,0,14.3,17.9,0,3.6,0,0,6.7,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_04.jpg,0,0,0,58.6,0,0,0,6.9,0,0,0,0,0,31,3.4,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_05.jpg,0,0,7.4,55.6,0,0,0,22.2,0,0,0,0,0,3.7,3.7,0,7.4,0,0,6.7,3.3,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_06.jpg,0,0,66.7,3.3,0,0,0,13.3,0,0,0,13.3,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_07.jpg,0,0,7.4,59.3,0,0,0,11.1,0,0,0,0,0,14.8,7.4,0,0,0,0,10,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_08.jpg,0,0,24.1,24.1,0,0,0,48.3,0,0,0,0,0,3.4,0,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_09.jpg,0,0,20,10,0,0,0,40,3.3,0,0,3.3,0,3.3,0,0,20,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep1_10.jpg,0,0,33.3,16.7,0,0,0,23.3,0,0,0,6.7,0,20,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_01.jpg,0,0,7.1,32.1,0,0,0,21.4,0,0,0,0,0,21.4,10.7,0,7.1,0,0,6.7,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_02.jpg,0,0,0,24.1,0,0,0,65.5,0,0,0,6.9,0,3.4,0,0,0,0,0,0,3.3,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_03.jpg,0,0,40,0,6.7,0,0,33.3,0,0,0,13.3,0,6.7,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_04.jpg,0,0,3.7,18.5,0,0,0,63,0,0,0,0,0,11.1,0,0,3.7,0,0,10,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_05.jpg,0,0,3.4,10.3,0,0,0,27.6,0,0,0,0,0,24.1,34.5,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_06.jpg,0,0,31,51.7,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_07.jpg,0,0,3.4,20.7,0,0,0,72.4,0,0,0,0,0,0,0,0,0,3.4,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_08.jpg,0,0,44.8,10.3,0,0,0,24.1,0,0,0,3.4,0,10.3,3.4,0,3.4,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_09.jpg,0,0,7.4,18.5,0,0,0,25.9,0,0,0,0,0,33.3,3.7,0,11.1,0,0,6.7,3.3,0,100
Hithadhoo west,HW,2022_HW_10m,10m,Outer,HW_10m_Rep2_10.jpg,0,0,43.3,0,0,0,0,20,3.3,0,0,13.3,0,16.7,0,0,0,3.3,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_01.jpg,0,0,3.4,10.3,0,0,0,6.9,0,0,0,3.4,0,75.9,0,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_02.jpg,0,0,73.3,3.3,0,0,0,3.3,10,0,0,0,0,6.7,0,0,0,3.3,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_03.jpg,0,0,51.7,6.9,0,0,0,6.9,6.9,0,0,0,0,27.6,0,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_04.jpg,0,0,60,13.3,0,0,0,20,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_05.jpg,0,0,37.9,13.8,0,0,0,17.2,6.9,3.4,0,0,0,20.7,0,0,0,0,0,0,3.3,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_06.jpg,0,0,41.4,13.8,0,0,0,20.7,10.3,0,0,3.4,0,10.3,0,0,0,0,0,3.3,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_07.jpg,0,0,50,10,0,0,0,20,6.7,0,0,0,0,13.3,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_08.jpg,0,0,89.3,0,0,0,0,3.6,7.1,0,0,0,0,0,0,0,0,0,0,0,6.7,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_09.jpg,0,0,69,0,0,0,0,20.7,3.4,0,0,0,0,6.9,0,0,0,0,0,0,3.3,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep1_10.jpg,0,0,73.3,0,0,0,0,13.3,10,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_01.jpg,0,0,46.7,0,0,0,0,3.3,20,0,0,10,0,20,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_02.jpg,0,0,67.9,0,0,0,0,17.9,14.3,0,0,0,0,0,0,0,0,0,0,6.7,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_03.jpg,0,0,56.7,6.7,0,0,0,13.3,6.7,0,3.3,0,0,13.3,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_04.jpg,0,0,36.7,0,0,0,0,6.7,3.3,10,0,0,0,43.3,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_05.jpg,0,0,50,10,0,0,0,20,3.3,6.7,0,0,0,10,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_06.jpg,0,0,79.3,3.4,0,0,0,13.8,3.4,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_07.jpg,0,0,37.9,6.9,0,0,0,0,17.2,3.4,0,0,0,27.6,0,0,6.9,0,0,0,3.3,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_08.jpg,0,0,70,10,0,0,0,10,0,3.3,0,0,0,3.3,0,0,0,3.3,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_09.jpg,0,0,40,13.3,0,0,0,13.3,16.7,0,0,0,0,16.7,0,0,0,0,0,0,0,0,100
Hithadhoo west,HW,2022_HW_15m,15m,Outer,HW_15m_Rep2_10.jpg,0,0,37.9,3.4,0,0,0,44.8,3.4,3.4,0,0,0,6.9,0,0,0,0,0,3.3,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_01.jpg,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_02.jpg,0,0,83.3,0,0,0,0,13.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_03.jpg,0,0,16.7,0,0,0,0,33.3,16.7,0,0,3.3,6.7,23.3,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_04.jpg,0,0,30,6.7,0,0,0,30,3.3,0,0,0,0,26.7,0,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_05.jpg,0,0,83.3,0,0,0,0,0,10,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_06.jpg,0,0,53.3,3.3,3.3,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_07.jpg,0,0,51.7,6.9,0,0,0,24.1,3.4,0,0,0,3.4,6.9,0,0,3.4,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_08.jpg,0,0,43.3,0,0,0,0,36.7,0,0,0,0,6.7,0,6.7,0,6.7,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_09.jpg,0,0,30,0,0,0,0,50,0,0,0,0,3.3,10,3.3,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep1_10.jpg,0,0,13.8,6.9,0,0,0,48.3,6.9,0,0,0,0,24.1,0,0,0,0,0,3.3,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_01.jpg,0,0,36.7,3.3,0,0,0,13.3,0,0,0,0,0,40,0,0,3.3,3.3,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_02.jpg,0,0,69,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_03.jpg,0,0,55.2,10.3,0,0,0,10.3,0,0,0,0,0,24.1,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_04.jpg,0,0,55.2,0,0,0,0,13.8,3.4,0,0,0,0,27.6,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_05.jpg,0,0,13.8,0,0,0,0,51.7,3.4,0,0,0,3.4,17.2,0,0,10.3,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_06.jpg,0,0,73.3,0,0,0,0,13.3,6.7,0,0,0,0,6.7,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_07.jpg,0,0,42.9,0,0,0,0,35.7,10.7,0,0,0,0,10.7,0,0,0,0,0,0,6.7,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_08.jpg,0,0,40,0,0,0,0,13.3,3.3,0,0,0,0,43.3,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_09.jpg,0,0,62.1,0,0,0,0,3.4,6.9,0,0,0,0,27.6,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_10m,10m,Outer,IM_10m_Rep2_10.jpg,0,0,37.9,3.4,0,0,0,20.7,6.9,0,0,0,3.4,27.6,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_01.jpg,0,0,33.3,0,0,0,0,26.7,10,0,0,0,0,30,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_02.jpg,0,0,70,0,0,0,0,0,3.3,0,0,0,0,26.7,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_03.jpg,0,0,40,0,0,0,0,3.3,0,0,0,0,0,56.7,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_04.jpg,0,0,20,3.3,0,0,0,10,13.3,0,0,0,0,53.3,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_05.jpg,0,0,33.3,0,0,0,0,30,6.7,0,0,0,6.7,13.3,0,0,10,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_06.jpg,0,0,62.1,0,0,0,0,17.2,3.4,0,0,0,0,17.2,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_07.jpg,0,0,53.3,0,0,0,0,16.7,3.3,0,0,0,0,16.7,0,0,10,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_08.jpg,0,0,30,3.3,0,0,0,33.3,13.3,0,0,0,3.3,16.7,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_09.jpg,0,0,36.7,10,0,0,0,16.7,10,0,0,0,0,26.7,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep1_10.jpg,0,0,23.3,3.3,0,0,0,33.3,10,0,0,0,3.3,23.3,0,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_01.jpg,0,0,23.3,13.3,0,0,0,46.7,6.7,0,0,0,6.7,0,0,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_02.jpg,0,0,46.7,3.3,0,0,0,23.3,13.3,0,0,0,0,13.3,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_03.jpg,0,0,53.3,6.7,0,0,0,13.3,10,0,0,0,0,13.3,0,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_04.jpg,0,0,40,6.7,0,0,0,23.3,10,0,0,0,0,13.3,0,0,6.7,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_05.jpg,0,0,41.4,3.4,0,0,0,34.5,0,0,0,0,0,20.7,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_06.jpg,0,0,51.7,3.4,0,0,0,34.5,10.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_07.jpg,0,0,50,3.3,0,0,0,43.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_08.jpg,0,0,46.7,3.3,0,0,0,46.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_09.jpg,0,0,33.3,3.3,0,0,0,30,16.7,0,0,0,0,13.3,0,0,3.3,0,0,0,0,0,100
Isdhoo muli,IM,2022_IM_15m,15m,Outer,IM_15m_Rep2_10.jpg,0,0,66.7,10,0,0,0,16.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_01.jpg,0,27.6,0,0,3.4,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_02.jpg,0,42.9,14.3,0,0,0,0,21.4,3.6,0,0,0,0,14.3,3.6,0,0,0,0,6.7,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_03.jpg,0,43.3,0,3.3,0,0,0,0,0,0,0,0,0,43.3,10,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_04.jpg,0,60,0,3.3,0,3.3,0,10,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_05.jpg,0,16.7,0,0,0,0,0,3.3,0,0,0,0,0,73.3,6.7,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_06.jpg,0,31,10.3,0,3.4,3.4,0,10.3,3.4,0,0,0,0,37.9,0,0,0,0,0,3.3,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_07.jpg,0,17.2,0,0,0,0,0,13.8,3.4,0,0,0,0,37.9,20.7,0,6.9,0,0,3.3,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_08.jpg,0,14.3,7.1,32.1,39.3,0,0,0,0,0,0,0,0,3.6,3.6,0,0,0,0,6.7,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_09.jpg,0,21.4,0,7.1,14.3,7.1,0,25,0,0,0,0,3.6,17.9,0,0,3.6,0,0,6.7,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep1_10.jpg,0,0,3.7,0,48.1,0,0,14.8,0,0,0,0,0,25.9,0,0,7.4,0,0,6.7,3.3,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_01.jpg,0,36.7,3.3,3.3,13.3,0,0,0,0,0,0,6.7,0,36.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_02.jpg,0,43.3,13.3,0,0,0,0,0,0,0,0,0,3.3,40,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_03.jpg,0,17.2,3.4,20.7,10.3,0,0,17.2,0,0,0,0,0,24.1,6.9,0,0,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_04.jpg,0,3.3,20,3.3,3.3,0,0,13.3,6.7,0,0,3.3,0,36.7,10,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_05.jpg,0,0,3.3,0,0,0,0,10,0,0,0,0,0,73.3,6.7,0,6.7,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_06.jpg,0,34.5,0,0,0,3.4,0,0,0,0,0,0,0,37.9,24.1,0,0,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_07.jpg,0,82.1,14.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_08.jpg,0,53.3,26.7,6.7,6.7,0,0,0,0,0,0,3.3,0,3.3,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_09.jpg,3.3,60,10,0,0,0,0,0,0,0,0,13.3,0,10,0,0,0,3.3,0,0,0,0,100
Kuda falhu,KF,2022_KF_10m,10m,Thila,KF_10m_Rep2_10.jpg,0,56.7,13.3,10,6.7,0,0,0,0,0,0,0,3.3,3.3,6.7,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_01.jpg,0,16.7,3.3,0,23.3,0,3.3,16.7,0,0,0,0,0,36.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_02.jpg,0,10.3,37.9,0,0,0,0,0,0,0,0,3.4,0,44.8,0,0,0,3.4,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_03.jpg,0,16.7,43.3,0,0,0,0,10,0,0,0,0,0,23.3,0,0,6.7,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_04.jpg,0,3.4,31,0,0,3.4,0,20.7,0,0,0,0,0,34.5,0,0,6.9,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_05.jpg,0,20,3.3,0,0,0,0,0,0,0,0,0,0,76.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_06.jpg,0,30,3.3,0,0,0,0,16.7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_07.jpg,0,70,3.3,0,0,3.3,0,10,0,0,0,0,0,10,0,0,3.3,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_08.jpg,0,66.7,23.3,0,0,0,0,3.3,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_09.jpg,0,16.7,36.7,0,3.3,0,0,20,0,0,0,0,0,10,0,0,13.3,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep1_10.jpg,6.9,20.7,44.8,3.4,0,0,0,13.8,0,0,0,0,0,6.9,0,0,3.4,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_01.jpg,0,10.3,0,10.3,0,0,0,0,0,0,13.8,10.3,0,55.2,0,0,0,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_02.jpg,0,20,3.3,0,3.3,6.7,0,3.3,0,0,0,16.7,0,46.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_03.jpg,0,70,13.3,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_04.jpg,0,36.7,20,0,0,0,0,6.7,0,0,0,0,0,36.7,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_05.jpg,0,27.6,17.2,0,0,0,0,3.4,0,0,0,0,0,37.9,13.8,0,0,0,0,3.3,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_06.jpg,0,37.9,27.6,0,0,6.9,0,3.4,0,0,0,0,0,10.3,0,0,13.8,0,0,0,3.3,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_07.jpg,0,46.7,16.7,3.3,0,0,0,3.3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_08.jpg,0,13.3,3.3,0,0,0,0,10,0,0,0,0,0,66.7,6.7,0,0,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_09.jpg,0,40,10,0,0,0,0,3.3,6.7,0,0,0,6.7,30,0,0,3.3,0,0,0,0,0,100
Kuda falhu,KF,2022_KF_5m,5m,Thila,KF_5m_Rep2_10.jpg,0,65.5,24.1,0,0,0,0,3.4,0,0,0,0,0,6.9,0,0,0,0,0,0,3.3,0,100
Kurethi outside,KO,2022_KO_10m,10m,Outer,KO_10m_Rep1_01.jpg,0,0,51.7,6.9,0,0,0,17.2,0,0,0,0,17.2,0,0,0,0,6.9,0,0,3.3,0,100
Kurethi outside,KO,2022_KO_10m,10m,Outer,KO_10m_Rep1_02.jpg,0,0,63.3,0,0,0,0,13.3,3.3,0,0,0,20,0,0,0,0,0,0,0,0,0,100
Kurethi outside,KO,2022_KO_10m,10m,Outer,KO_10m_Rep1_03.jpg,0,0,76.9,7.7,0,0,0,7.7,0,0,0,0,7.7,0,0,0,0,0,0,10,3.3,0,100
