"","Site.ID","Site","Depth","Reef type","year","Hard coral","Soft coral","Bleached coral","Diseased coral","Dead coral","Sponge","Algae","Bare rock","Sand","Rubble","Other"
"241","KO","Kurethi outside","10m","Outer","2021/22",24.1,0,0,0,0,0,0,51.7,0,0,24.1
"242","KO","Kurethi outside","10m","Outer","2021/22",13.3,0,0,0,0,3.3,0,63.3,0,0,20
"243","KO","Kurethi outside","10m","Outer","2021/22",15.4,0,0,0,0,0,0,76.9,0,0,7.7
"244","KO","Kurethi outside","10m","Outer","2021/22",40,0,0,0,4,0,0,36,0,0,20
"245","KO","Kurethi outside","10m","Outer","2021/22",13.3,0,0,0,0,10,0,43.3,0,0,33.3
"246","KO","Kurethi outside","10m","Outer","2021/22",27.6,0,0,0,0,6.9,3.4,34.5,0,0,27.6
"247","KO","Kurethi outside","10m","Outer","2021/22",13.8,0,0,0,0,0,10.3,48.3,0,0,27.6
"248","KO","Kurethi outside","10m","Outer","2021/22",10.3,0,0,0,0,0,0,44.8,0,0,44.8
"249","KO","Kurethi outside","10m","Outer","2021/22",0,0,0,0,0,0,0,78.6,0,17.9,3.6
"250","KO","Kurethi outside","10m","Outer","2021/22",33.3,0,0,0,7.4,7.4,3.7,33.3,0,0,14.8
"251","KO","Kurethi outside","10m","Outer","2021/22",0,0,0,0,0,3.3,0,80,0,3.3,13.3
"252","KO","Kurethi outside","10m","Outer","2021/22",17.2,0,0,0,0,6.9,0,75.9,0,0,0
"253","KO","Kurethi outside","10m","Outer","2021/22",3.3,0,0,0,0,16.7,0,73.3,0,0,6.7
"254","KO","Kurethi outside","10m","Outer","2021/22",0,0,0,0,0,0,0,63.3,0,0,36.7
"255","KO","Kurethi outside","10m","Outer","2021/22",10.7,0,0,0,3.6,10.7,0,53.6,0,0,21.4
"256","KO","Kurethi outside","10m","Outer","2021/22",16.7,0,0,0,0,0,0,66.7,0,0,16.7
"257","KO","Kurethi outside","10m","Outer","2021/22",6.7,0,0,0,0,6.7,0,66.7,0,0,20
"258","KO","Kurethi outside","10m","Outer","2021/22",26.7,0,0,0,0,6.7,0,56.7,0,3.3,6.7
"259","KO","Kurethi outside","10m","Outer","2021/22",12.5,0,0,0,0,8.3,20.8,16.7,0,0,41.7
"260","KO","Kurethi outside","10m","Outer","2021/22",3.3,0,0,0,0,26.7,0,53.3,0,0,16.7
"261","KO","Kurethi outside","15m","Outer","2021/22",13.7,0,0,0,3.4,24.1,3.4,37.9,0,0,17.2
"262","KO","Kurethi outside","15m","Outer","2021/22",16,0,0,0,8,20,0,36,4,0,16
"263","KO","Kurethi outside","15m","Outer","2021/22",16.6,0,0,0,3.3,3.3,6.7,56.7,0,6.7,6.7
"264","KO","Kurethi outside","15m","Outer","2021/22",10,0,0,0,3.3,6.7,60,6.7,0,6.7,6.6
"265","KO","Kurethi outside","15m","Outer","2021/22",16.7,0,0,0,0,13.3,10,50,0,6.7,3.3
"266","KO","Kurethi outside","15m","Outer","2021/22",31.8,0,0,0,0,0,18.2,50,0,0,0
"267","KO","Kurethi outside","15m","Outer","2021/22",60.7,0,0,0,0,7.1,7.1,25,0,0,0
"268","KO","Kurethi outside","15m","Outer","2021/22",0,0,0,0,3.4,31,3.4,44.8,0,3.4,13.8
"269","KO","Kurethi outside","15m","Outer","2021/22",18.5,0,0,0,0,7.4,3.7,40.7,0,0,29.6
"270","KO","Kurethi outside","15m","Outer","2021/22",36.7,0,0,0,6.7,3.3,6.7,33.3,3.3,0,10
"271","KO","Kurethi outside","15m","Outer","2021/22",11.1,0,0,0,0,11.1,33.3,18.5,0,7.4,18.5
"272","KO","Kurethi outside","15m","Outer","2021/22",37,0,0,0,0,18.5,3.7,22.2,0,3.7,14.8
"273","KO","Kurethi outside","15m","Outer","2021/22",27.6,0,0,0,0,10.3,6.9,27.6,0,0,27.6
"274","KO","Kurethi outside","15m","Outer","2021/22",23.3,0,0,0,0,20,20,23.3,0,0,13.3
"275","KO","Kurethi outside","15m","Outer","2021/22",14.3,0,0,0,0,21.4,0,32.1,0,0,32.1
"276","KO","Kurethi outside","15m","Outer","2021/22",0,0,0,0,3.3,23.3,0,56.7,0,0,16.7
"277","KO","Kurethi outside","15m","Outer","2021/22",11.5,0,0,0,0,15.4,0,69.2,0,0,3.8
"278","KO","Kurethi outside","15m","Outer","2021/22",6.9,0,0,0,0,6.9,20.7,37.9,0,27.6,0
"279","KO","Kurethi outside","15m","Outer","2021/22",28.6,0,0,0,0,3.6,0,50,0,0,17.9
"280","KO","Kurethi outside","15m","Outer","2021/22",6.7,0,0,0,0,33.3,10,43.3,0,3.3,3.3
"281","LF","Laamafaruhaa","10m","Thila","2021/22",27.6,10.3,0,0,0,3.4,0,17.2,6.9,34.5,0
"282","LF","Laamafaruhaa","10m","Thila","2021/22",22.2,0,0,0,0,3.7,0,33.3,3.7,37,0
"283","LF","Laamafaruhaa","10m","Thila","2021/22",50,0,0,0,0,3.3,0,36.7,0,10,0
"284","LF","Laamafaruhaa","10m","Thila","2021/22",16.7,0,0,0,0,20,3.3,50,0,10,0
"285","LF","Laamafaruhaa","10m","Thila","2021/22",13.3,0,0,0,0,33.3,0,46.7,0,6.7,0
"286","LF","Laamafaruhaa","10m","Thila","2021/22",16.7,0,0,0,0,10,0,63.3,0,3.3,6.7
"287","LF","Laamafaruhaa","10m","Thila","2021/22",0,0,0,0,0,3.6,0,28.6,3.6,64.3,0
"288","LF","Laamafaruhaa","10m","Thila","2021/22",36.7,0,6.7,0,10,6.7,0,36.7,0,3.3,0
"289","LF","Laamafaruhaa","10m","Thila","2021/22",46.7,0,0,0,0,6.7,0,20,0,23.3,3.3
"290","LF","Laamafaruhaa","10m","Thila","2021/22",76.7,0,0,0,0,0,0,13.3,0,3.3,6.7
"291","LF","Laamafaruhaa","10m","Thila","2021/22",37.9,0,0,0,3.4,0,0,0,0,58.6,0
"292","LF","Laamafaruhaa","10m","Thila","2021/22",20,0,0,0,0,16.7,0,6.7,0,50,6.7
"293","LF","Laamafaruhaa","10m","Thila","2021/22",6.7,0,0,0,0,0,0,0,0,93.3,0
"294","LF","Laamafaruhaa","10m","Thila","2021/22",26.7,0,3.3,0,0,6.7,0,46.7,0,16.7,0
"295","LF","Laamafaruhaa","10m","Thila","2021/22",60.7,0,0,0,0,10.7,0,10.7,3.6,3.6,10.7
"296","LF","Laamafaruhaa","10m","Thila","2021/22",23.3,0,0,0,0,0,0,16.7,0,60,0
"297","LF","Laamafaruhaa","10m","Thila","2021/22",3.3,0,0,0,0,0,66.7,0,0,30,0
"298","LF","Laamafaruhaa","10m","Thila","2021/22",3.3,0,0,0,0,0,0,13.3,0,83.3,0
"299","LF","Laamafaruhaa","10m","Thila","2021/22",6.7,0,0,0,3.3,0,0,16.7,0,73.3,0
"300","LF","Laamafaruhaa","10m","Thila","2021/22",10,0,0,0,20,10,0,20,0,40,0
"301","LF","Laamafaruhaa","5m","Thila","2021/22",13.3,0,0,0,10,13.3,0,40,0,23.3,0
"302","LF","Laamafaruhaa","5m","Thila","2021/22",16.7,0,0,0,43.3,16.7,0,3.3,0,20,0
"303","LF","Laamafaruhaa","5m","Thila","2021/22",62.1,0,0,0,0,0,0,37.9,0,0,0
"304","LF","Laamafaruhaa","5m","Thila","2021/22",10,0,0,0,0,3.3,0,86.7,0,0,0
"305","LF","Laamafaruhaa","5m","Thila","2021/22",50,0,0,0,6.7,0,3.3,13.3,0,23.3,3.3
"306","LF","Laamafaruhaa","5m","Thila","2021/22",13.8,0,0,0,0,6.9,0,31,0,44.8,3.4
"307","LF","Laamafaruhaa","5m","Thila","2021/22",13.8,0,0,0,0,0,0,72.4,0,13.8,0
"308","LF","Laamafaruhaa","5m","Thila","2021/22",13.3,0,0,0,0,0,0,6.7,0,80,0
"309","LF","Laamafaruhaa","5m","Thila","2021/22",81.5,0,0,0,7.4,0,0,3.7,7.4,0,0
"310","LF","Laamafaruhaa","5m","Thila","2021/22",40,0,0,0,10,0,0,20,0,30,0
"311","LF","Laamafaruhaa","5m","Thila","2021/22",20.7,0,0,0,10.3,0,0,31,0,37.9,0
"312","LF","Laamafaruhaa","5m","Thila","2021/22",46.7,0,0,0,3.3,0,0,26.7,0,23.3,0
"313","LF","Laamafaruhaa","5m","Thila","2021/22",53.3,0,0,0,0,3.3,0,40,0,3.3,0
"314","LF","Laamafaruhaa","5m","Thila","2021/22",3.4,0,0,0,3.4,0,0,34.5,0,58.6,0
"315","LF","Laamafaruhaa","5m","Thila","2021/22",16.7,0,0,0,13.3,0,0,33.3,0,33.3,3.3
"316","LF","Laamafaruhaa","5m","Thila","2021/22",30,0,0,0,20,0,26.7,20,0,3.3,0
"317","LF","Laamafaruhaa","5m","Thila","2021/22",6.7,0,0,0,0,3.3,0,36.7,0,53.3,0
"318","LF","Laamafaruhaa","5m","Thila","2021/22",13.3,0,0,0,0,0,0,13.3,0,70,3.3
"319","LF","Laamafaruhaa","5m","Thila","2021/22",16.7,0,0,0,13.3,3.3,0,40,0,26.7,0
"320","LF","Laamafaruhaa","5m","Thila","2021/22",13.3,0,0,0,0,3.3,13.3,23.3,0,46.7,0
"321","MBI","Maabaidhoo inside","10m","Inner","2021/22",36.6,0,0,0,0,0,0,13.3,3.3,46.7,0
"322","MBI","Maabaidhoo inside","10m","Inner","2021/22",23.3,0,0,0,0,3.3,0,23.3,0,50,0
"323","MBI","Maabaidhoo inside","10m","Inner","2021/22",16.6,0,0,6.7,0,23.3,0,50,0,0,3.3
"324","MBI","Maabaidhoo inside","10m","Inner","2021/22",29.6,0,3.7,0,0,22.2,0,44.4,0,0,0
"325","MBI","Maabaidhoo inside","10m","Inner","2021/22",20,0,16.7,0,0,20,0,23.3,13.3,6.7,0
"326","MBI","Maabaidhoo inside","10m","Inner","2021/22",44,0,8,0,0,0,0,48,0,0,0
"327","MBI","Maabaidhoo inside","10m","Inner","2021/22",25.9,0,0,0,0,22.2,0,51.9,0,0,0
"328","MBI","Maabaidhoo inside","10m","Inner","2021/22",4.2,0,4.2,0,0,12.5,0,79.2,0,0,0
"329","MBI","Maabaidhoo inside","10m","Inner","2021/22",24,0,0,0,0,4,0,56,0,16,0
"330","MBI","Maabaidhoo inside","10m","Inner","2021/22",17.9,0,0,0,0,35.7,0,46.4,0,0,0
"331","MBI","Maabaidhoo inside","10m","Inner","2021/22",55.2,0,34.5,0,0,3.4,0,6.9,0,0,0
"332","MBI","Maabaidhoo inside","10m","Inner","2021/22",40,3.3,3.3,0,0,3.3,0,36.7,6.7,6.7,0
"333","MBI","Maabaidhoo inside","10m","Inner","2021/22",55.2,0,10.3,0,13.8,10.3,0,10.3,0,0,0
"334","MBI","Maabaidhoo inside","10m","Inner","2021/22",0,0,0,0,0,0,0,14.3,0,85.7,0
"335","MBI","Maabaidhoo inside","10m","Inner","2021/22",40,0,0,0,0,6.7,0,30,0,23.3,0
"336","MBI","Maabaidhoo inside","10m","Inner","2021/22",3.3,0,0,0,3.3,0,0,36.7,3.3,53.3,0
"337","MBI","Maabaidhoo inside","10m","Inner","2021/22",36.6,0,0,0,13.3,3.3,0,16.7,0,30,0
"338","MBI","Maabaidhoo inside","10m","Inner","2021/22",60,0,3.3,0,0,3.3,0,13.3,6.7,13.3,0
"339","MBI","Maabaidhoo inside","10m","Inner","2021/22",10,0,0,0,3.3,0,3.3,20,0,63.3,0
"340","MBI","Maabaidhoo inside","10m","Inner","2021/22",33.3,0,0,0,0,10,0,26.7,13.3,16.7,0
"341","MBI","Maabaidhoo inside","5m","Inner","2021/22",10,0,3.3,0,0,0,13.3,56.7,0,16.7,0
"342","MBI","Maabaidhoo inside","5m","Inner","2021/22",23.3,0,0,0,0,0,16.7,30,0,30,0
"343","MBI","Maabaidhoo inside","5m","Inner","2021/22",30,0,6.6,0,0,3.3,0,56.7,0,3.3,0
"344","MBI","Maabaidhoo inside","5m","Inner","2021/22",17.9,0,3.6,0,0,25,7.1,42.9,0,3.6,0
"345","MBI","Maabaidhoo inside","5m","Inner","2021/22",10.3,0,3.4,3.4,0,10.3,3.4,65.5,0,3.4,0
"346","MBI","Maabaidhoo inside","5m","Inner","2021/22",14.3,0,3.6,0,0,0,0,82.1,0,0,0
"347","MBI","Maabaidhoo inside","5m","Inner","2021/22",16.7,0,6.6,0,0,20,0,43.3,0,13.3,0
"348","MBI","Maabaidhoo inside","5m","Inner","2021/22",48.1,0,18.5,0,0,0,0,33.3,0,0,0
"349","MBI","Maabaidhoo inside","5m","Inner","2021/22",20.7,0,0,0,13.8,20.7,0,44.8,0,0,0
"350","MBI","Maabaidhoo inside","5m","Inner","2021/22",57.1,0,10.7,0,0,7.1,0,10.7,0,14.3,0
"351","MBI","Maabaidhoo inside","5m","Inner","2021/22",13.8,0,6.9,0,0,0,0,37.9,3.4,37.9,0
"352","MBI","Maabaidhoo inside","5m","Inner","2021/22",75.9,0,3.4,0,3.4,0,0,17.2,0,0,0
"353","MBI","Maabaidhoo inside","5m","Inner","2021/22",20,0,3.3,0,0,3.3,0,53.3,0,20,0
"354","MBI","Maabaidhoo inside","5m","Inner","2021/22",3.3,0,0,0,0,0,0,30,0,66.7,0
"355","MBI","Maabaidhoo inside","5m","Inner","2021/22",46.7,0,0,0,0,3.3,0,0,0,50,0
"356","MBI","Maabaidhoo inside","5m","Inner","2021/22",20,0,20,0,6.7,3.3,0,50,0,0,0
"357","MBI","Maabaidhoo inside","5m","Inner","2021/22",50,0,0,0,0,3.6,0,42.9,0,3.6,0
"358","MBI","Maabaidhoo inside","5m","Inner","2021/22",13.8,0,0,0,0,0,0,34.5,0,51.7,0
"359","MBI","Maabaidhoo inside","5m","Inner","2021/22",31,0,0,0,0,10.3,0,31,0,27.6,0
"360","MBI","Maabaidhoo inside","5m","Inner","2021/22",42.9,0,3.6,0,0,0,0,42.9,0,10.7,0
"361","MBO","Maabaidhoo outside","10m","Outer","2021/22",30,0,0,0,0,0,10,40,3.3,3.3,13.3
"362","MBO","Maabaidhoo outside","10m","Outer","2021/22",34.5,0,0,0,0,0,10.3,3.4,0,44.8,6.9
"363","MBO","Maabaidhoo outside","10m","Outer","2021/22",11.1,0,0,0,0,3.7,55.6,7.4,0,14.8,7.4
"364","MBO","Maabaidhoo outside","10m","Outer","2021/22",20.7,0,0,0,0,0,6.9,17.2,0,17.2,37.9
"365","MBO","Maabaidhoo outside","10m","Outer","2021/22",32,0,8,0,0,0,16,20,0,8,16
"366","MBO","Maabaidhoo outside","10m","Outer","2021/22",20.6,0,3.4,0,0,6.9,6.9,44.8,0,3.4,13.8
"367","MBO","Maabaidhoo outside","10m","Outer","2021/22",33.3,0,0,0,0,3.3,10,10,3.3,26.7,13.3
"368","MBO","Maabaidhoo outside","10m","Outer","2021/22",16.6,0,0,0,0,10,23.3,16.7,0,20,13.3
"369","MBO","Maabaidhoo outside","10m","Outer","2021/22",13.8,0,13.8,0,0,10.3,17.2,13.8,0,3.4,27.6
"370","MBO","Maabaidhoo outside","10m","Outer","2021/22",17.2,0,10.3,0,3.4,3.4,3.4,34.5,0,10.3,17.2
"371","MBO","Maabaidhoo outside","10m","Outer","2021/22",13.3,0,0,0,0,0,16.7,53.3,0,3.3,13.3
"372","MBO","Maabaidhoo outside","10m","Outer","2021/22",10.3,0,0,0,0,0,0,44.8,0,17.2,27.6
"373","MBO","Maabaidhoo outside","10m","Outer","2021/22",16.6,0,6.7,0,0,10,3.3,20,0,0,43.3
"374","MBO","Maabaidhoo outside","10m","Outer","2021/22",30,0,6.7,0,0,0,23.3,36.7,0,3.3,0
"375","MBO","Maabaidhoo outside","10m","Outer","2021/22",31,0,3.4,0,0,0,6.9,17.2,0,27.6,13.8
"376","MBO","Maabaidhoo outside","10m","Outer","2021/22",34.4,0,0,0,10.3,0,24.1,24.1,0,0,6.9
"377","MBO","Maabaidhoo outside","10m","Outer","2021/22",33.3,0,3.3,0,3.3,0,3.3,23.3,3.3,30,0
"378","MBO","Maabaidhoo outside","10m","Outer","2021/22",3.4,0,0,0,0,0,0,69,0,27.6,0
"379","MBO","Maabaidhoo outside","10m","Outer","2021/22",3.3,0,0,0,0,13.3,0,70,0,0,13.3
"380","MBO","Maabaidhoo outside","10m","Outer","2021/22",55.2,6.9,0,0,0,0,10.3,10.3,0,10.3,6.9
"381","MBO","Maabaidhoo outside","15m","Outer","2021/22",13.3,0,0,0,0,13.3,20,10,3.3,40,0
"382","MBO","Maabaidhoo outside","15m","Outer","2021/22",23.3,0,0,0,0,0,36.7,6.7,0,26.7,6.7
"383","MBO","Maabaidhoo outside","15m","Outer","2021/22",33.3,0,0,0,0,0,16.7,10,10,30,0
"384","MBO","Maabaidhoo outside","15m","Outer","2021/22",25,0,0,0,0,3.6,42.9,17.9,0,0,10.7
"385","MBO","Maabaidhoo outside","15m","Outer","2021/22",40,0,0,0,0,3.3,20,23.3,0,10,3.3
"386","MBO","Maabaidhoo outside","15m","Outer","2021/22",17.2,0,10.3,0,3.4,6.9,6.9,34.5,0,17.2,3.4
"387","MBO","Maabaidhoo outside","15m","Outer","2021/22",16.6,0,0,0,0,0,40,23.3,3.3,16.7,0
"388","MBO","Maabaidhoo outside","15m","Outer","2021/22",33.3,0,0,0,0,0,23.3,3.3,10,30,0
"389","MBO","Maabaidhoo outside","15m","Outer","2021/22",0,0,0,0,0,0,46.6,3.3,0,50,0
"390","MBO","Maabaidhoo outside","15m","Outer","2021/22",30,3.3,0,0,0,0,10,20,0,26.7,10
"391","MBO","Maabaidhoo outside","15m","Outer","2021/22",6.6,0,3.3,0,0,3.3,0,26.7,0,50,10
"392","MBO","Maabaidhoo outside","15m","Outer","2021/22",26.6,0,0,0,0,0,3.3,40,0,20,10
"393","MBO","Maabaidhoo outside","15m","Outer","2021/22",20.7,0,0,3.4,3.4,3.4,13.8,27.6,10.3,6.9,10.3
"394","MBO","Maabaidhoo outside","15m","Outer","2021/22",6.7,0,0,0,0,6.7,0,60,0,26.7,0
"395","MBO","Maabaidhoo outside","15m","Outer","2021/22",6.7,0,0,0,0,0,6.7,30,3.3,53.3,0
"396","MBO","Maabaidhoo outside","15m","Outer","2021/22",3.3,0,0,0,0,0,0,86.7,0,6.7,3.3
"397","MBO","Maabaidhoo outside","15m","Outer","2021/22",27.6,0,0,0,0,0,3.4,58.6,0,0,10.3
"398","MBO","Maabaidhoo outside","15m","Outer","2021/22",13.3,0,0,0,0,3.3,6.7,43.3,3.3,20,10
"399","MBO","Maabaidhoo outside","15m","Outer","2021/22",20,0,0,0,0,6.7,0,53.3,10,3.3,6.7
"400","MBO","Maabaidhoo outside","15m","Outer","2021/22",0,0,0,0,0,3.4,0,37.9,13.8,41.4,3.4
"401","MC","Maavah corner","10m","Channel","2021/22",20,0,0,0,0,0,16.7,56.7,0,6.7,0
"402","MC","Maavah corner","10m","Channel","2021/22",50,0,0,0,0,0,3.3,33.3,0,10,3.3
"403","MC","Maavah corner","10m","Channel","2021/22",13.3,0,0,0,0,16.7,13.3,46.7,0,6.7,3.3
"404","MC","Maavah corner","10m","Channel","2021/22",33.3,0,0,0,0,6.7,3.3,56.7,0,0,0
"405","MC","Maavah corner","10m","Channel","2021/22",33.3,0,0,0,0,0,0,66.7,0,0,0
"406","MC","Maavah corner","10m","Channel","2021/22",13.3,0,0,0,0,0,0,80,0,3.3,3.3
"407","MC","Maavah corner","10m","Channel","2021/22",60,0,0,0,3.3,0,0,30,0,6.7,0
"408","MC","Maavah corner","10m","Channel","2021/22",0,0,0,0,0,6.7,0,93.3,0,0,0
"409","MC","Maavah corner","10m","Channel","2021/22",44.8,0,0,0,3.4,13.8,0,24.1,0,6.9,6.9
"410","MC","Maavah corner","10m","Channel","2021/22",30,0,0,0,0,6.7,0,63.3,0,0,0
"411","MC","Maavah corner","10m","Channel","2021/22",33.3,0,0,0,3.3,3.3,0,60,0,0,0
"412","MC","Maavah corner","10m","Channel","2021/22",48.2,0,0,0,0,0,0,27.6,0,24.1,0
"413","MC","Maavah corner","10m","Channel","2021/22",16.7,0,0,0,16.7,3.3,0,56.7,0,6.7,0
"414","MC","Maavah corner","10m","Channel","2021/22",13.8,0,0,0,0,0,0,79.3,0,6.9,0
"415","MC","Maavah corner","10m","Channel","2021/22",48.3,0,0,0,0,10.3,0,37.9,0,0,3.4
"416","MC","Maavah corner","10m","Channel","2021/22",31,0,0,0,6.9,0,0,58.6,0,0,3.4
"417","MC","Maavah corner","10m","Channel","2021/22",6.7,0,0,0,0,0,0,93.3,0,0,0
"418","MC","Maavah corner","10m","Channel","2021/22",18.5,0,0,0,3.7,22.2,0,48.1,0,7.4,0
"419","MC","Maavah corner","10m","Channel","2021/22",37.9,0,0,0,6.9,3.4,0,24.1,0,24.1,3.4
"420","MC","Maavah corner","10m","Channel","2021/22",20,0,0,0,3.3,3.3,0,60,3.3,0,10
"421","MC","Maavah corner","15m","Channel","2021/22",39.3,0,0,0,0,7.1,7.1,46.4,0,0,0
"422","MC","Maavah corner","15m","Channel","2021/22",17.2,0,0,0,0,24.1,17.2,31,0,6.9,3.4
"423","MC","Maavah corner","15m","Channel","2021/22",50,0,0,0,3.8,7.7,0,23.1,0,0,15.4
"424","MC","Maavah corner","15m","Channel","2021/22",17.9,0,0,0,0,28.6,17.9,3.6,0,32.1,0
"425","MC","Maavah corner","15m","Channel","2021/22",10.3,0,0,0,0,6.9,6.9,48.3,0,20.7,6.9
"426","MC","Maavah corner","15m","Channel","2021/22",46.7,0,0,0,3.3,6.7,13.3,13.3,0,0,16.6
"427","MC","Maavah corner","15m","Channel","2021/22",14.3,0,0,0,0,17.9,10.7,28.6,0,14.3,14.3
"428","MC","Maavah corner","15m","Channel","2021/22",36,0,0,0,0,28,12,20,0,0,4
"429","MC","Maavah corner","15m","Channel","2021/22",23.3,0,0,0,0,16.7,10,33.3,0,10,6.7
"430","MC","Maavah corner","15m","Channel","2021/22",17.2,0,0,0,3.4,13.8,10.3,31,0,17.2,6.9
"431","MC","Maavah corner","15m","Channel","2021/22",20.7,0,0,0,0,6.9,3.4,51.7,0,6.9,10.3
"432","MC","Maavah corner","15m","Channel","2021/22",55.1,0,0,0,0,0,0,24.1,3.4,13.8,3.4
"433","MC","Maavah corner","15m","Channel","2021/22",37.9,0,0,0,0,6.9,6.9,44.8,0,3.4,0
"434","MC","Maavah corner","15m","Channel","2021/22",46.7,0,0,0,0,6.7,0,33.3,0,0,13.3
"435","MC","Maavah corner","15m","Channel","2021/22",20.7,0,0,0,3.4,20.7,13.8,27.6,0,3.4,10.3
"436","MC","Maavah corner","15m","Channel","2021/22",50,0,0,0,0,3.3,3.3,33.3,3.3,6.7,0
"437","MC","Maavah corner","15m","Channel","2021/22",51.7,0,0,0,0,0,0,20.7,0,10.3,17.2
"438","MC","Maavah corner","15m","Channel","2021/22",50,0,0,0,0,3.3,0,33.3,6.7,6.7,0
"439","MC","Maavah corner","15m","Channel","2021/22",22.2,0,0,0,0,14.8,18.5,33.3,3.7,3.7,3.7
"440","MC","Maavah corner","15m","Channel","2021/22",35.7,0,0,0,0,3.6,7.1,53.6,0,0,0
"441","MI","Maavah inside","10m","Inner","2021/22",3.3,0,0,0,10,0,16.7,40,16.7,13.3,0
"442","MI","Maavah inside","10m","Inner","2021/22",21.7,0,0,0,0,0,8.7,47.8,0,21.7,0
"443","MI","Maavah inside","10m","Inner","2021/22",41.4,0,0,0,17.2,0,13.8,27.6,0,0,0
"444","MI","Maavah inside","10m","Inner","2021/22",100,0,0,0,0,0,0,0,0,0,0
"445","MI","Maavah inside","10m","Inner","2021/22",40,0,0,0,16.7,0,10,6.7,3.3,23.3,0
"446","MI","Maavah inside","10m","Inner","2021/22",33.3,0,0,0,3.3,0,10,36.7,10,6.7,0
"447","MI","Maavah inside","10m","Inner","2021/22",65.5,0,0,0,6.9,0,0,24.1,0,3.4,0
"448","MI","Maavah inside","10m","Inner","2021/22",10,0,0,0,0,0,0,0,83.3,6.7,0
"449","MI","Maavah inside","10m","Inner","2021/22",51.9,0,0,0,14.8,0,11.1,22.2,0,0,0
"450","MI","Maavah inside","10m","Inner","2021/22",43.4,0,0,0,23.3,0,0,16.7,0,16.7,0
"451","MI","Maavah inside","10m","Inner","2021/22",37,0,0,0,0,0,25.9,37,0,0,0
"452","MI","Maavah inside","10m","Inner","2021/22",82.8,0,0,0,17.2,0,0,0,0,0,0
"453","MI","Maavah inside","10m","Inner","2021/22",53.3,0,0,0,0,0,0,0,16.7,30,0
"454","MI","Maavah inside","10m","Inner","2021/22",66.6,0,0,0,16.7,0,0,0,6.7,10,0
"455","MI","Maavah inside","10m","Inner","2021/22",53.3,0,0,0,20,0,3.3,6.7,0,16.7,0
"456","MI","Maavah inside","10m","Inner","2021/22",70,0,0,0,0,0,3.3,6.7,16.7,3.3,0
"457","MI","Maavah inside","10m","Inner","2021/22",3.3,0,0,0,0,0,0,30,0,66.7,0
"458","MI","Maavah inside","10m","Inner","2021/22",46.4,0,0,0,0,0,14.3,17.9,17.9,3.6,0
"459","MI","Maavah inside","10m","Inner","2021/22",96.7,0,0,0,0,0,0,0,0,3.3,0
"460","MI","Maavah inside","10m","Inner","2021/22",80,0,0,0,3.3,0,13.3,0,0,3.3,0
"461","MI","Maavah inside","5m","Inner","2021/22",44.4,0,0,0,7.4,0,0,7.4,18.5,22.2,0
"462","MI","Maavah inside","5m","Inner","2021/22",16.7,0,0,0,0,0,13.3,23.3,20,26.7,0
"463","MI","Maavah inside","5m","Inner","2021/22",13.8,0,0,0,20.7,0,6.9,3.4,17.2,37.9,0
"464","MI","Maavah inside","5m","Inner","2021/22",27.6,0,0,0,0,0,62.1,0,6.9,3.4,0
"465","MI","Maavah inside","5m","Inner","2021/22",79.3,0,0,0,3.4,0,0,10.3,0,3.4,3.4
"466","MI","Maavah inside","5m","Inner","2021/22",46.7,0,0,0,3.3,3.3,3.3,10,0,30,3.3
"467","MI","Maavah inside","5m","Inner","2021/22",36.7,0,0,0,0,0,0,43.3,13.3,6.7,0
"468","MI","Maavah inside","5m","Inner","2021/22",10,0,0,0,0,0,6.7,10,6.7,66.7,0
"469","MI","Maavah inside","5m","Inner","2021/22",13.3,0,0,0,3.3,0,3.3,0,30,50,0
"470","MI","Maavah inside","5m","Inner","2021/22",33.3,0,0,0,3.3,0,3.3,10,0,50,0
"471","MI","Maavah inside","5m","Inner","2021/22",6.7,0,0,0,0,0,0,0,70,23.3,0
"472","MI","Maavah inside","5m","Inner","2021/22",44.8,0,0,0,3.4,0,0,6.9,6.9,37.9,0
"473","MI","Maavah inside","5m","Inner","2021/22",74.1,0,0,0,3.7,0,0,22.2,0,0,0
"474","MI","Maavah inside","5m","Inner","2021/22",0,0,0,0,0,0,0,0,36.7,63.3,0
"475","MI","Maavah inside","5m","Inner","2021/22",58.6,0,0,0,31,0,3.4,6.9,0,0,0
"476","MI","Maavah inside","5m","Inner","2021/22",6.7,0,0,0,10,0,0,13.3,26.7,43.3,0
"477","MI","Maavah inside","5m","Inner","2021/22",30,0,0,0,20,0,0,0,10,40,0
"478","MI","Maavah inside","5m","Inner","2021/22",0,0,0,0,0,0,0,0,79.3,20.7,0
"479","MI","Maavah inside","5m","Inner","2021/22",39.2,0,0,0,14.3,0,28.6,7.1,3.6,7.1,0
"480","MI","Maavah inside","5m","Inner","2021/22",36.7,0,0,0,0,0,3.3,6.7,20,33.3,0
"481","MO","Maavah outside","10m","Outer","2021/22",30,0,0,0,0,6.7,0,56.7,0,0,6.7
"482","MO","Maavah outside","10m","Outer","2021/22",6.9,0,0,0,0,3.4,0,58.6,0,6.9,24.1
"483","MO","Maavah outside","10m","Outer","2021/22",3.3,0,0,0,0,0,0,70,0,23.3,3.3
"484","MO","Maavah outside","10m","Outer","2021/22",3.3,0,0,0,0,13.3,0,80,0,3.3,0
