"","Site","Family","Species","count","Site.name","reef.type","year"
"1000","VA","PAR","3 COLOUR",5,"Vadinolhu kandu","channel","2021/22"
"1001","VA","PAR","BARTAIL",1,"Vadinolhu kandu","channel","2021/22"
"1002","VA","PAR","BLUEBAR",1,"Vadinolhu kandu","channel","2021/22"
"1003","VA","PAR","DUSKY",4,"Vadinolhu kandu","channel","2021/22"
"1004","VA","PAR","L-NOSE",2,"Vadinolhu kandu","channel","2021/22"
"1005","VA","PAR","SCABER",3,"Vadinolhu kandu","channel","2021/22"
"1006","VA","PAR","SORDID",26,"Vadinolhu kandu","channel","2021/22"
"1007","VA","RAB","SCH",9,"Vadinolhu kandu","channel","2021/22"
"1008","VA","RAB","STR",2,"Vadinolhu kandu","channel","2021/22"
"1009","VA","SNAP","RED",3,"Vadinolhu kandu","channel","2021/22"
"1010","VA","T&J","MACA",1,"Vadinolhu kandu","channel","2021/22"
"1011","VA","TRIG","IND",39,"Vadinolhu kandu","channel","2021/22"
"1012","VA","TRIG","RED",4,"Vadinolhu kandu","channel","2021/22"
"1013","VA","TRIG","REDT",68,"Vadinolhu kandu","channel","2021/22"
"1014","VA","TRIG","STR",22,"Vadinolhu kandu","channel","2021/22"
"1015","VA","TRIG","SUFB",13,"Vadinolhu kandu","channel","2021/22"
"1016","VA","TRIG","SUFC",3,"Vadinolhu kandu","channel","2021/22"
"1017","VA","TRIG","SUFF",1,"Vadinolhu kandu","channel","2021/22"
