site_id,site,family,species,count,year,reef_type
MC,Maavah corner,GRO,ALBO,6,2019,channel
MC,Maavah corner,GRO,ARG,19,2019,channel
MC,Maavah corner,GRO,COE,1,2019,channel
MC,Maavah corner,GRO,FUS,1,2019,channel
MC,Maavah corner,GRO,LEO,3,2019,channel
MC,Maavah corner,GRO,LEU,2,2019,channel
MC,Maavah corner,GRO,MIN,25,2019,channel
MC,Maavah corner,GRO,ROG,3,2019,channel
MC,Maavah corner,GRO,SPIL,3,2019,channel
MC,Maavah corner,PAR,BARTAIL,4,2019,channel
MC,Maavah corner,PAR,BIC,11,2019,channel
MC,Maavah corner,PAR,BLUEBAR,5,2019,channel
MC,Maavah corner,PAR,DUSKY,2,2019,channel
MC,Maavah corner,PAR,FRENATUS,1,2019,channel
MC,Maavah corner,PAR,LNOSE,6,2019,channel
MC,Maavah corner,PAR,ROSY,2,2019,channel
MC,Maavah corner,PAR,SHEEPHEAD,8,2019,channel
MC,Maavah corner,PAR,SORDID,10,2019,channel
MC,Maavah corner,SNAP,BLACK,2,2019,channel
MC,Maavah corner,SNAP,FUR,2,2019,channel
MC,Maavah corner,SNAP,MID,4,2019,channel
MC,Maavah corner,SNAP,MONOS,4,2019,channel
MC,Maavah corner,SL,GIB,7,2019,channel
MC,Maavah corner,TRIG,CLN,2,2019,channel
MC,Maavah corner,TRIG,IND,40,2019,channel
MC,Maavah corner,TRIG,STR,13,2019,channel
MC,Maavah corner,TRIG,SUFB,23,2019,channel
MC,Maavah corner,TRIG,SUFC,1,2019,channel
MC,Maavah corner,TRIG,TIT,1,2019,channel
MI,Maavah inside,BUT,AUR,1,2019,inside
MI,Maavah inside,BUT,LN,1,2019,inside
MI,Maavah inside,BUT,TFT,5,2019,inside
MI,Maavah inside,BUT,TRI,4,2019,inside
MI,Maavah inside,EMP,LMIC,1,2019,inside
MI,Maavah inside,EMP,MONO,20,2019,inside
MI,Maavah inside,EMP,OLI,1,2019,inside
MI,Maavah inside,GRO,EPH,1,2019,inside
MI,Maavah inside,GRO,ARG,11,2019,inside
MI,Maavah inside,GRO,LEA,1,2019,inside
MI,Maavah inside,GRO,LEU,2,2019,inside
MI,Maavah inside,GRO,ROG,11,2019,inside
MI,Maavah inside,GRO,SPIL,2,2019,inside
MI,Maavah inside,PAR,3COLOR,1,2019,inside
MI,Maavah inside,PAR,BIC,1,2019,inside
MI,Maavah inside,PAR,DUSKY,33,2019,inside
MI,Maavah inside,PAR,ECLIPSE,1,2019,inside
MI,Maavah inside,PAR,LNOSE,5,2019,inside
MI,Maavah inside,PAR,SCABER,14,2019,inside
MI,Maavah inside,PAR,SORDID,40,2019,inside
MI,Maavah inside,SNAP,FUR,2,2019,inside
MI,Maavah inside,SNAP,GIB,10,2019,inside
MI,Maavah inside,SNAP,MONOS,35,2019,inside
MI,Maavah inside,TRIG,STR,8,2019,inside
MO,Maavah outside,BUT,AUR,3,2019,outside
MO,Maavah outside,BUT,CIT,16,2019,outside
MO,Maavah outside,BUT,COL,6,2019,outside
MO,Maavah outside,BUT,FAL,1,2019,outside
MO,Maavah outside,BUT,GUT,19,2019,outside
MO,Maavah outside,BUT,KLE,19,2019,outside
MO,Maavah outside,BUT,LUN,1,2019,outside
MO,Maavah outside,BUT,MEY,10,2019,outside
MO,Maavah outside,BUT,PHA,2,2019,outside
MO,Maavah outside,BUT,TFT,3,2019,outside
MO,Maavah outside,BUT,TRI,1,2019,outside
MO,Maavah outside,EMP,MONO,8,2019,outside
MO,Maavah outside,GRO,ARE,5,2019,outside
MO,Maavah outside,GRO,ARG,19,2019,outside
MO,Maavah outside,GRO,LEA,3,2019,outside
MO,Maavah outside,GRO,LEO,3,2019,outside
MO,Maavah outside,GRO,MAC,2,2019,outside
MO,Maavah outside,GRO,MEL,2,2019,outside
MO,Maavah outside,GRO,MIN,2,2019,outside
MO,Maavah outside,GRO,ROG,7,2019,outside
MO,Maavah outside,GRO,SON,24,2019,outside
MO,Maavah outside,GRO,SPIL,13,2019,outside
MO,Maavah outside,PAR,3COLOR,4,2019,outside
MO,Maavah outside,PAR,DUSKY,1,2019,outside
MO,Maavah outside,PAR,EMBER,3,2019,outside
MO,Maavah outside,PAR,GFACE,5,2019,outside
MO,Maavah outside,PAR,SCABER,10,2019,outside
MO,Maavah outside,PAR,SHEEPHEAD,10,2019,outside
MO,Maavah outside,PAR,SORDID,26,2019,outside
MO,Maavah outside,SNAP,BLACK,63,2019,outside
MO,Maavah outside,SNAP,CHEK,3,2019,outside
MO,Maavah outside,SNAP,FUR,2,2019,outside
MO,Maavah outside,SNAP,GIB,1670,2019,outside
MO,Maavah outside,SNAP,MID,30,2019,outside
MO,Maavah outside,SNAP,MONOS,47,2019,outside
MO,Maavah outside,SNAP,RED,44,2019,outside
MO,Maavah outside,TRIG,IND,25,2019,outside
MO,Maavah outside,TRIG,STR,21,2019,outside
MO,Maavah outside,TRIG,SUFC,1,2019,outside
MO,Maavah outside,TRIG,WHITE,17,2019,outside
OC,Olhuveli corner,BUT,CIT,19,2019,channel
OC,Olhuveli corner,BUT,DECU,2,2019,channel
OC,Olhuveli corner,BUT,FAL,2,2019,channel
OC,Olhuveli corner,BUT,KLE,21,2019,channel
OC,Olhuveli corner,BUT,LUN,2,2019,channel
OC,Olhuveli corner,BUT,MEY,2,2019,channel
OC,Olhuveli corner,BUT,PYR,1,2019,channel
OC,Olhuveli corner,BUT,TFT,3,2019,channel
OC,Olhuveli corner,GRO,ARG,5,2019,channel
OC,Olhuveli corner,GRO,FAS,1,2019,channel
OC,Olhuveli corner,GRO,MIN,3,2019,channel
OC,Olhuveli corner,PAR,3COLOR,2,2019,channel
OC,Olhuveli corner,PAR,BIC,1,2019,channel
OC,Olhuveli corner,PAR,DUSKY,2,2019,channel
OC,Olhuveli corner,PAR,EMBER,8,2019,channel
OC,Olhuveli corner,PAR,GFACE,10,2019,channel
OC,Olhuveli corner,PAR,ROSY,1,2019,channel
OC,Olhuveli corner,PAR,SORDID,17,2019,channel
OC,Olhuveli corner,SNAP,VIR,1,2019,channel
OC,Olhuveli corner,TRIG,CIN,1,2019,channel
OC,Olhuveli corner,TRIG,CLN,3,2019,channel
OC,Olhuveli corner,TRIG,IND,9,2019,channel
OC,Olhuveli corner,TRIG,STR,6,2019,channel
OC,Olhuveli corner,TRIG,SUFB,1,2019,channel
OC,Olhuveli corner,TRIG,SUFF,3,2019,channel
OC,Olhuveli corner,TRIG,UNKNOWN,2,2019,channel
OR,Olhuveli reef,BUT,AUR,26,2019,inside
OR,Olhuveli reef,BUT,FAL,2,2019,inside
OR,Olhuveli reef,BUT,LUN,4,2019,inside
OR,Olhuveli reef,BUT,MEL,6,2019,inside
OR,Olhuveli reef,BUT,MEY,1,2019,inside
OR,Olhuveli reef,BUT,PYR,9,2019,inside
OR,Olhuveli reef,BUT,TFT,9,2019,inside
OR,Olhuveli reef,BUT,TRI,8,2019,inside
OR,Olhuveli reef,EMP,GRA,22,2019,inside
OR,Olhuveli reef,EMP,OBS,3,2019,inside
OR,Olhuveli reef,GRO,EPH,5,2019,inside
OR,Olhuveli reef,GRO,COE,1,2019,inside
OR,Olhuveli reef,GRO,FUS,4,2019,inside
OR,Olhuveli reef,GRO,LEO,2,2019,inside
OR,Olhuveli reef,GRO,MIN,2,2019,inside
OR,Olhuveli reef,GRO,ROG,8,2019,inside
OR,Olhuveli reef,GRO,ARG,13,2019,inside
OR,Olhuveli reef,GRO,LEA,1,2019,inside
OR,Olhuveli reef,GRO,LEU,5,2019,inside
OR,Olhuveli reef,GRO,SON,3,2019,inside
OR,Olhuveli reef,PAR,BIC,5,2019,inside
OR,Olhuveli reef,PAR,DUSKY,4,2019,inside
OR,Olhuveli reef,PAR,SHEEPHEAD,2,2019,inside
OR,Olhuveli reef,PAR,SORDID,2,2019,inside
OR,Olhuveli reef,SNAP,FUL,2,2019,inside
OR,Olhuveli reef,SNAP,FUR,4,2019,inside
OR,Olhuveli reef,SNAP,GIB,14,2019,inside
OR,Olhuveli reef,SNAP,KAS,13,2019,inside
OR,Olhuveli reef,SNAP,MONOS,10,2019,inside
OR,Olhuveli reef,TRIG,STR,20,2019,inside
OR,Olhuveli reef,TRIG,SUFB,4,2019,inside
OR,Olhuveli reef,TRIG,SUFC,3,2019,inside
OR,Olhuveli reef,TRIG,TIT,1,2019,inside
PT,Pink thila,BUT,AUR,2,2019,thila
PT,Pink thila,BUT,FAL,4,2019,thila
PT,Pink thila,BUT,GUT,4,2019,thila
PT,Pink thila,BUT,INT,2,2019,thila
PT,Pink thila,BUT,KLE,3,2019,thila
PT,Pink thila,BUT,LN,15,2019,thila
PT,Pink thila,BUT,MEL,5,2019,thila
PT,Pink thila,BUT,MEY,4,2019,thila
PT,Pink thila,BUT,PHA,4,2019,thila
PT,Pink thila,BUT,PYR,3,2019,thila
PT,Pink thila,BUT,TFT,14,2019,thila
PT,Pink thila,BUT,TRI,3,2019,thila
PT,Pink thila,BUT,XAN,3,2019,thila
PT,Pink thila,EMP,LMIC,1,2019,thila
PT,Pink thila,GRO,ARE,8,2019,thila
PT,Pink thila,GRO,ARG,3,2019,thila
PT,Pink thila,GRO,COE,2,2019,thila
PT,Pink thila,GRO,LOU,1,2019,thila
PT,Pink thila,PAR,BIC,1,2019,thila
PT,Pink thila,PAR,DUSKY,13,2019,thila
PT,Pink thila,PAR,LNOSE,2,2019,thila
PT,Pink thila,PAR,ROSY,1,2019,thila
PT,Pink thila,PAR,SHEEPHEAD,11,2019,thila
PT,Pink thila,PAR,SORDID,8,2019,thila
PT,Pink thila,SNAP,GIB,2,2019,thila
PT,Pink thila,SNAP,KAS,5,2019,thila
PT,Pink thila,SNAP,MONOS,40,2019,thila
PT,Pink thila,TRIG,STR,10,2019,thila
PT,Pink thila,TRIG,SUFB,2,2019,thila
RDH,Rahdhashuhaa,BUT,AUR,2,2019,thila
RDH,Rahdhashuhaa,BUT,COL,10,2019,thila
RDH,Rahdhashuhaa,BUT,FAL,2,2019,thila
RDH,Rahdhashuhaa,BUT,GUT,6,2019,thila
RDH,Rahdhashuhaa,BUT,KLE,39,2019,thila
RDH,Rahdhashuhaa,BUT,LN,30,2019,thila
RDH,Rahdhashuhaa,BUT,LUN,4,2019,thila
RDH,Rahdhashuhaa,BUT,MADA,6,2019,thila
RDH,Rahdhashuhaa,BUT,MEY,1,2019,thila
RDH,Rahdhashuhaa,BUT,PYR,2,2019,thila
RDH,Rahdhashuhaa,BUT,TFT,16,2019,thila
RDH,Rahdhashuhaa,BUT,TRI,7,2019,thila
RDH,Rahdhashuhaa,BUT,XAN,1,2019,thila
RDH,Rahdhashuhaa,EMP,AUR,2,2019,thila
RDH,Rahdhashuhaa,EMP,ERY,3,2019,thila
RDH,Rahdhashuhaa,EMP,LMIC,1,2019,thila
RDH,Rahdhashuhaa,EMP,MONO,20,2019,thila
RDH,Rahdhashuhaa,GRO,ALBO,8,2019,thila
RDH,Rahdhashuhaa,GRO,ARG,10,2019,thila
RDH,Rahdhashuhaa,GRO,C.NIGRIPINNIS,2,2019,thila
RDH,Rahdhashuhaa,GRO,LEA,1,2019,thila
RDH,Rahdhashuhaa,GRO,LEO,3,2019,thila
RDH,Rahdhashuhaa,GRO,LEU,5,2019,thila
RDH,Rahdhashuhaa,GRO,LOU,1,2019,thila
RDH,Rahdhashuhaa,GRO,MIN,33,2019,thila
RDH,Rahdhashuhaa,GRO,ROG,21,2019,thila
RDH,Rahdhashuhaa,PAR,3COLOR,3,2019,thila
RDH,Rahdhashuhaa,PAR,BARTAIL,2,2019,thila
RDH,Rahdhashuhaa,PAR,BIC,1,2019,thila
RDH,Rahdhashuhaa,PAR,DUSKY,10,2019,thila
RDH,Rahdhashuhaa,PAR,ROSY,2,2019,thila
RDH,Rahdhashuhaa,PAR,SORDID,27,2019,thila
RDH,Rahdhashuhaa,SNAP,IND,12,2019,thila
RDH,Rahdhashuhaa,SNAP,MID,1,2019,thila
RDH,Rahdhashuhaa,SNAP,MONOS,5,2019,thila
RDH,Rahdhashuhaa,SNAP,RED,4,2019,thila
RDH,Rahdhashuhaa,TRIG,STR,21,2019,thila
RDH,Rahdhashuhaa,TRIG,SUFB,10,2019,thila
